make,description,model,type,DEPT,CATEGORY,SIZE,PACK_QTY,COST,PRICE,available,vendor,REORDER_NO,MIN_ORDER
PAC,AUDI HARNESS,BHA1787,STANDARD,INSTALL,,,1,7,24.99,0,STINGER SOLUTIONS,,
PAC,DODGE/ CHRYSLER 84-02 HARNESS,BHA1817,STANDARD,INSTALL,,,1,0.99,24.99,1,STINGER SOLUTIONS,,
PAC,BEST HARNESS,BHA1818,STANDARD,INSTALL,,,1,2.69,24.99,-1,STINGER SOLUTIONS,,
PAC,BEST HARNESS GM 88-05,BHA1858,STANDARD,INSTALL,,,1,1.97,24.99,0,STINGER SOLUTIONS,,
PAC,BEST HARNESS GM 94-UP,BHA2001,STANDARD,INSTALL,,,1,4.32,29.99,2,STINGER SOLUTIONS,,
PAC,GM 32PIN HARNESS,BHA2001R,STANDARD,INSTALL,,,1,3.89,29.99,1,AMERICAN INTERNATIONAL,,
PAC,HARNESS GM,BHA2002,STANDARD,INSTALL,,,1,2,24.99,1,AMERICAN INTERNATIONAL,,
PAC,BEST HARNESS GM 00-UP,BHA2003,STANDARD,INSTALL,,,1,2.09,24.99,9,STINGER SOLUTIONS,,
PAC,GM MALIBU HARNESS 04-UP,BHA2102,STANDARD,INSTALL,,,1,2.85,24.99,3,STINGER SOLUTIONS,,
PAC,BEST HARNESS GM 07-UP,BHA2105,STANDARD,INSTALL,,,1,1.68,24.99,6,STINGER SOLUTIONS,,
PAC,BEST HARNESS FORD PREMIUM 89-U,BHA5511,STANDARD,INSTALL,,,1,0.99,15.99,1,STINGER SOLUTIONS,,
PAC,FORD PREMIUM HARNES,BHA5700R,STANDARD,INSTALL,,,1,3.59,24.99,4,AMERICAN INTERNATIONAL,,
PAC,FORD /LINCOLN 03-UP,BHA5800,STANDARD,INSTALL,,,1,2.69,15.99,0,STINGER SOLUTIONS,,
PAC,FORD AMP HARNESS,BHA5800R,STANDARD,INSTALL,,,1,4.49,24.99,3,AMERICAN INTERNATIONAL,,
PAC,AI MITSUBISHI 92-UP HARNESS,BHA7001,STANDARD,INSTALL,,,1,2.85,19.99,8,STINGER SOLUTIONS,,
PAC,BEST HARNESS MITSUBISHI 08-UP,BHA7005,STANDARD,INSTALL,,,1,3.89,19.99,4,STINGER SOLUTIONS,,
PAC,BEST HARNESS HYUNDAI 99-UP,BHA7301,STANDARD,INSTALL,,,1,3.26,19.99,2,STINGER SOLUTIONS,,
PAC,HYUNDAI HARNESS,BHA7302,STANDARD,INSTALL,,,1,3.5,19.99,2,AMERICAN INTERNATIONAL,,
PAC,HARNESS HYUNDAI,BHA7303,STANDARD,INSTALL,,,1,2.19,19.99,2,AMERICAN INTERNATIONAL,,
PAC,HYUNDAI HARNESS 10-15,BHA7304,STANDARD,INSTALL,,,1,4.94,24.99,2,STINGER SOLUTIONS,,
PAC,NISSAN 95-UP HARNESS,BHA7550,STANDARD,INSTALL,,,1,2,24.99,4,AMERICAN INTERNATIONAL,,
PAC,NISSAN AMP HARNESS,BHA7551,STANDARD,INSTALL,,,1,1.88,24.99,0,STINGER SOLUTIONS,,
PAC,NISSAN HARNESS 08-UP,BHA7552,STANDARD,INSTALL,,,1,1.65,24.99,9,STINGER SOLUTIONS,,
PAC,NISSIAN AMP HARNESS,BHA7553,STANDARD,INSTALL,,,1,5,24.99,0,STINGER SOLUTIONS,,
PAC,MAZDA HARNESS 01-UP,BHA7902,STANDARD,INSTALL,,,1,2,19.99,1,STINGER SOLUTIONS,,
PAC,LEXUS HARNESS PREM,BHA8110,STANDARD,INSTALL,,,1,2.7,19.99,3,AMERICAN INTERNATIONAL,,
PAC,TOYOTA AMP HARNESS,BHA8112,STANDARD,INSTALL,,,1,4.66,29.99,2,STINGER SOLUTIONS,,
PAC,TOYOTA AMP HARNESS,BHA8113,STANDARD,INSTALL,,,1,4.94,29.99,2,STINGER SOLUTIONS,,
PAC,BEST HARNESS BMW 90-UP,BHA8590,STANDARD,INSTALL,,,1,2.69,19.99,1,STINGER SOLUTIONS,,
PAC,BMW 02-UP,BHA9003,STANDARD,INSTALL,,,1,2.69,19.99,0,AMERICAN INTERNATIONAL,,
PAC,16 PIN HARNESS,BHKEN16,STANDARD,INSTALL,,,1,1.95,19.99,0,STINGER SOLUTIONS,,
PIONEER,PIONEER 16 PIN HARNESS,BHPIO16D,STANDARD,INSTALL,,,1,2.39,19.99,1,AMERICAN INTERNATIONAL,,
SONY,SONY 16 PIN HARNESS,BHSON16,STANDARD,INSTALL,,,1,2,19.99,0,AMERICAN INTERNATIONAL,,
PAC,ACURA DD KIT,ACUK862,STANDARD,INSTALL,,,1,4.7,24.99,1,AMERICAN INTERNATIONAL,,
PAC,ACURA CL/TL KIT,ACUK866,STANDARD,INSTALL,,,1,5.9,24.99,1,AMERICAN INTERNATIONAL,,
PAC,AUDI A4/S4 02-08 SINGLE/DD KIT,AU2,STANDARD,INSTALL,,,1,15.74,39.99,0,AMERICAN INTERNATIONAL,,
PAC,CHRYSLER 300 05-07 KIT,CDK637B,STANDARD,INSTALL,,,1,36,79.99,1,AMERICAN INTERNATIONAL,,
PAC,DODGE 98-06,CDK640,STANDARD,INSTALL,,,1,3.59,29.99,4,AMERICAN INTERNATIONAL,,
PAC,DODGE RAM 1500 DD KIT,CDK641,STANDARD,INSTALL,,,1,22.5,59.99,0,AMERICAN INTERNATIONAL,,
PAC,DODGE 08-UP,CDK644,STANDARD,INSTALL,,,1,4.79,29.99,3,AMERICAN INTERNATIONAL,,
PAC,BEST KIT DODGE 04-UP POCKET,CDK648,STANDARD,INSTALL,,,1,8.91,29.99,2,AMERICAN INTERNATIONAL,,
PAC,DODGE 04-08 KIT,CDK649,STANDARD,INSTALL,,,1,8.91,34.99,2,AMERICAN INTERNATIONAL,,
PAC,AI DODGE KIT,CDK650,STANDARD,INSTALL,,,1,6,29.99,0,AMERICAN INTERNATIONAL,,
PAC,DODGE RAM DD KIT 06-08,CDK651,STANDARD,INSTALL,,,1,10.5,39.99,0,AMERICAN INTERNATIONAL,,
PAC,JEEP DD KIT,CDK652,STANDARD,INSTALL,,,1,4.5,29.99,1,AMERICAN INTERNATIONAL,,
PAC,DODGE DD KIT,CDK654,STANDARD,INSTALL,,,1,7,29.99,1,AMERICAN INTERNATIONAL,,
PAC,DODGE JEEP DDIN KIT 2004-10,CDK660,STANDARD,INSTALL,,,1,20.99,59.99,1,AMERICAN INTERNATIONAL,,
PAC,CHRYSLER PACIFICA K,CRK646,STANDARD,INSTALL,,,1,4.5,29.99,0,AMERICAN INTERNATIONAL,,
PAC,DODGE AI KIT,DK642,STANDARD,INSTALL,,,1,3.55,29.99,3,AI,,
PAC,1/2 TRIM,DTR500,STANDARD,INSTALL,,,1,0.89,9.99,3,AMERICAN INTERNATIONAL,,
PAC,TRIM RINGS,DTR600,STANDARD,INSTALL,,,1,2.09,14.99,2,AMERICAN INTERNATIONAL,,
PAC,FORD MUSTANG KIT 87-93,FMK505,STANDARD,INSTALL,,,1,4.4,24.99,0,AMERICAN INTERNATIONAL,,
PAC,FORD F150 09-14 KIT,FMK526,STANDARD,INSTALL,,,1,17.53,69.99,3,,,
PAC,FORD F150 KIT DD,FMK527,STANDARD,INSTALL,,,1,8.99,34.99,0,AMERICAN INTERNATIONAL,,
PAC,FORD ESCAPE KIT,FMK531,STANDARD,INSTALL,,,1,11.4,39.99,2,AMERICAN INTERNATIONAL,,
PAC,FORD DD KIT,FMK542,STANDARD,INSTALL,,,1,7.14,29.99,1,AMERICAN INTERNATIONAL,,
PAC,FORD AI KIT,FMK547,STANDARD,INSTALL,,,1,6.04,24.99,4,WHOLESALE HOUSE,,
PAC,FORD 95-UP KIT,FMK550,STANDARD,INSTALL,,,1,8.08,29.99,-2,AMERICAN INTERNATIONAL,,
PAC,FORD DD KIT,FMK552,STANDARD,INSTALL,,,1,6.04,29.99,-1,AMERICAN INTERNATIONAL,,
PAC,AI FORD DD KIT,FMK554,STANDARD,INSTALL,,,1,8.01,29.99,4,WHOLESALE HOUSE,,
PAC,2010 FORD TRANSIT KIT,FMK559,STANDARD,INSTALL,,,1,7.5,29.99,2,AMERICAN INTERNATIONAL,,
PAC,FORD FOCUS KIT,FMK565,STANDARD,INSTALL,,,1,4.49,24.99,1,AMERICAN INTERNATIONAL,,
PAC,FORD FOCUS DD KIT,FMK566,STANDARD,INSTALL,,,1,4,19.99,2,AMERICAN INTERNATIONAL,,
PAC,FORD FOCUS KIT 2008-10,FMK568,STANDARD,INSTALL,,,1,25,79.99,1,AMERICAN INTERNATIONAL,,
PAC,FORD ESCORT AI KIT,FMK570,STANDARD,INSTALL,,,1,39,79.99,2,WHOLESALE HOUSE,,
PAC,FORD TAURUS AI KIT,FMK574,STANDARD,INSTALL,,,1,39,99.99,0,WHOLESALE HOUSE,,
PAC,FORD TAURUS AI 00-UP KIT,FMK578,STANDARD,INSTALL,,,1,39,99.99,1,WHOLESALE HOUSE,,
PAC,GM 92-03,GM3320B,STANDARD,INSTALL,,,1,2.63,24.99,0,AMERICAN INTERNATIONAL,,
PAC,GM BEST KIT 82-UP,GM4,STANDARD,INSTALL,,,1,8.64,29.99,2,AMERICAN INTERNATIONAL,,
PAC,CADILLAC CTS KIT,GMK236,STANDARD,INSTALL,,,1,9,39.99,1,AMERICAN INTERNATIONAL,,
PAC,CADILLAC 96-04 KIT,GMK262,STANDARD,INSTALL,,,1,13.84,39.99,1,AMERICAN INTERNATIONAL,,
PAC,CAPRICE KIT,GMK305,STANDARD,INSTALL,,,1,6.5,24.99,0,AMERICAN INTERNATIONAL,,
PAC,CHEVY SONIC 12-16,GMK315B,STANDARD,INSTALL,,,1,25.1,69.99,0,AMERICAN INTERNATIONAL,,
PAC,GM KIT 06-UP,GMK317,STANDARD,INSTALL,,,1,9.44,34.99,3,AMERICAN INTERNATIONAL,,
PAC,GM PONTIAC 93-02 KIT,GMK320,STANDARD,INSTALL,,,1,2.6,24.99,0,AMERICAN INTERNATIONAL,,
PAC,GM KIT,GMK323P,STANDARD,INSTALL,,,1,6,29.99,0,WHOLESALE HOUSE,,
PAC,BEST KIT CAMARO KIT,GMK323P,STANDARD,INSTALL,,,1,3.45,29.99,2,AMERICAN INTERNATIONAL,,
PAC,BEST KIT GM 14-UP,GMK325BM,STANDARD,INSTALL,,,1,16,39.99,1,AMERICAN INTERNATIONAL,,
PAC,GM TRUCK KIT,GMK333,STANDARD,INSTALL,,,1,5.99,34.99,1,AMERICAN INTERNATIONAL,,
PAC,GM 94-97,GMK334,STANDARD,INSTALL,,,1,3.59,29.99,2,AMERICAN INTERNATIONAL,,
PAC,DD GM KIT,GMK343,STANDARD,INSTALL,,,1,6,29.99,0,AMERICAN INTERNATIONAL,,
PAC,GM AI KIT,GMK345,STANDARD,INSTALL,,,1,8.39,29.99,2,WHOLESALE HOUSE,,
PAC,GM 99-02 DD DASH KIT,GMK346TB,STANDARD,INSTALL,,,1,85,199.99,1,AMERICAN INTERNATIONAL,,
PAC,GM AI KIT 04-UP,GMK350,STANDARD,INSTALL,,,1,8.91,34.99,5,WHOLESALE HOUSE,,
PAC,DD KIT,GMK351,STANDARD,INSTALL,,,1,5.3,29.99,0,AMERICAN INTERNATIONAL,,
PAC,AI GM DD KIT,GMK352,STANDARD,INSTALL,,,1,7.85,29.99,4,WHOLESALE HOUSE,,
PAC,CHEVY CRUZE KIT,GMK367B,STANDARD,INSTALL,,,1,22.5,69.99,1,AMERICAN INTERNATIONAL,,
PAC,GM AI KIT 05-UP,GMK380,STANDARD,INSTALL,,,1,6.04,29.99,0,WHOLESALE HOUSE,,
PAC,GM KIT 05-UP,GMK382,STANDARD,INSTALL,,,1,3.89,29.99,0,AMERICAN INTERNATIONAL,,
PAC,PONTIAC GRAND PRIX 04-06,GMK394,STANDARD,INSTALL,,,1,4.49,29.99,0,AMERICAN INTERNATIONAL,,
PAC,GRAND PRIX DD KIT,GMK395,STANDARD,INSTALL,,,1,4.49,29.99,1,AMERICAN INTERNATIONAL,,
PAC,SATURN KIT,GMK412Q,STANDARD,INSTALL,,,1,4.79,29.99,0,AMERICAN INTERNATIONAL,,
PAC,BEST KIT GM UNIVERSAL 92-UP,GMK420,STANDARD,INSTALL,,,1,8.55,34.99,5,AMERICAN INTERNATIONAL,,
PAC,GM AI KIT 92-03,GMK422,STANDARD,INSTALL,,,1,6.67,29.99,10,WHOLESALE HOUSE,,
PAC,GM 82-UP KIT,GMK432,STANDARD,INSTALL,,,1,4,24.99,0,WHOLESALE HOUSE,,
PAC,AI GM KIT 2000'S,GMK434,STANDARD,INSTALL,,,1,3.62,24.99,0,WHOLESALE HOUSE,,
PAC,GM UNIVERSAL 92-UP,GMK434,STANDARD,INSTALL,,,1,4.49,24.99,1,AMERICAN INTERNATIONAL,,
PAC,GM 82-UP W/POCKET,GMK440,STANDARD,INSTALL,,,1,9.44,34.99,2,AMERICAN INTERNATIONAL,,
PAC,GM POCKET,GMP333,STANDARD,INSTALL,,,1,3,14.99,1,AMERICAN INTERNATIONAL,,
PAC,88-94 GM TRUCK KIT,GMT333,STANDARD,INSTALL,,,1,3.6,24.99,1,AMERICAN INTERNATIONAL,,
PAC,HONDA CIVIC 96-98 KIT,HONK808,STANDARD,INSTALL,,,1,2.7,19.99,0,AMERICAN INTERNATIONAL,,
PAC,AI HONDA CIVIC KIT,HONK809,STANDARD,INSTALL,,,1,7.34,29.99,2,WHOLESALE HOUSE,,
PAC,HONDA DD KIT,HONK810,STANDARD,INSTALL,,,1,6.47,29.99,1,AMERICAN INTERNATIONAL,,
PAC,HONDA CRV KIT,HONK817,STANDARD,INSTALL,,,1,7,29.99,2,AMERICAN INTERNATIONAL,,
PAC,HONDA KIT 03-07,HONK823H,STANDARD,INSTALL,,,1,8.99,39.99,3,AMERICAN INTERNATIONAL,,
PAC,HONDA ACCORD 03-07 DD KIT,HONK825H,STANDARD,INSTALL,,,1,13.2,49.99,0,AMERICAN INTERNATIONAL,,
PAC,HONDA KIT 86-UP,HONK828,STANDARD,INSTALL,,,1,8.57,29.99,4,AMERICAN INTERNATIONAL,,
PAC,AI HONDA/ACURA KIT,HONK830,STANDARD,INSTALL,,,1,8.64,29.99,3,WHOLESALE HOUSE,,
PAC,HONDA DD KIT,HONK831,STANDARD,INSTALL,,,1,5,24.99,1,AMERICAN INTERNATIONAL,,
PAC,AI HONDA ODYSSEY INSTALL KIT,HONK835,STANDARD,INSTALL,,,1,8.5,29.99,2,WHOLESALE HOUSE,,
PAC,HONDA CIVIC KIT 2012-UP,HONK837,STANDARD,INSTALL,,,1,16,49.99,2,AMERICAN INTERNATIONAL,,
PAC,HONDA CIVIC 2006-11 KIT,HONK838D,STANDARD,INSTALL,,,1,22,49.99,1,AMERICAN INTERNATIONAL,,
PAC,HARLEY SPEAKER ADAP,HSB200,STANDARD,INSTALL,,,1,8,29.99,2,AMERICAN INTERNATIONAL,,
PAC,HYUNDAI 01-UP KIT,HYNK1118,STANDARD,INSTALL,,,1,6,29.99,0,AMERICAN INTERNATIONAL,,
PAC,HYUNDAI SONATA KIT,HYNK1122,STANDARD,INSTALL,,,1,12.05,34.99,2,AMERICAN INTERNATIONAL,,
PAC,HYUANDI SONATA KIT,HYNK1136,STANDARD,INSTALL,,,1,5.7,29.99,4,AMERICAN INTERNATIONAL,,
PAC,HYUNDAI SONTA KIT DD,HYNK1137,STANDARD,INSTALL,,,1,7,29.99,2,AMERICAN INTERNATIONAL,,
PAC,HAUNDAI SONATA 09-10 KIT,HYNK1138,STANDARD,INSTALL,,,1,5.03,29.99,2,AMERICAN INTERNATIONAL,,
PAC,HYUNDAI 11-13 ELANTRA,HYNK1144,STANDARD,INSTALL,,,1,19.04,59.99,0,AMERICAN INTERNATIONAL,,
PAC,KIA OPTIMA KIT,KIAK1239,STANDARD,INSTALL,,,1,12,39.99,0,AMERICAN INTERNATIONAL,,
PAC,AI KIA DD KIT,KIAK1242,STANDARD,INSTALL,,,1,4.49,29.99,0,AMERICAN INTERNATIONAL,,
PAC,LINCOLN LS KIT,LLSK580,STANDARD,INSTALL,,,1,4.49,24.99,2,AMERICAN INTERNATIONAL,,
PAC,LINCOLN LS DD KIT,LLSK582,STANDARD,INSTALL,,,1,4.79,24.99,0,AMERICAN INTERNATIONAL,,
PAC,LEXUS ES300 92-96,LXSK1300,STANDARD,INSTALL,,,1,6,29.99,1,AMERICAN INTERNATIONAL,,
PAC,LEXUS GS 98-03,LXSK1315,STANDARD,INSTALL,,,1,5,39.99,3,AMERICAN INTERNATIONAL,,
PAC,MAZDA 3 04-09 KIT,MAZK843,STANDARD,INSTALL,,,1,6.29,29.99,0,AMERICAN INTERNATIONAL,,
PAC,MAZDA 6 09-12 KIT,MAZK860,STANDARD,INSTALL,,,1,12,39.99,0,AMERICAN INTERNATIONAL,,
PAC,MERCEDES C CLASS KIT,M100C,STANDARD,INSTALL,,,1,8,29.99,1,AMERICAN INTERNATIONAL,,
PAC,AI MERCEDES E DD KIT,M125E,STANDARD,INSTALL,,,1,11.99,34.99,1,AMERICAN INTERNATIONAL,,
PAC,MITSUBISHI LACER,MITK894,STANDARD,INSTALL,,,1,19,49.99,1,AMERICAN INTERNATIONAL,,
PAC,FORD DD AI KIT,MK542,STANDARD,INSTALL,,,1,6.04,24.99,8,WHOLESALE HOUSE,,
PAC,NISSAN ALTIMA DD,NDK705,STANDARD,INSTALL,,,1,5.99,24.99,-1,AMERICAN INTERNATIONAL,,
PAC,NISSAN SENTRA KIT,NDK714,STANDARD,INSTALL,,,1,4.5,24.99,0,AMERICAN INTERNATIONAL,,
PAC,NISSAN ALTIMA KIT 02-04,NDK716,STANDARD,INSTALL,,,1,4.5,24.99,2,AMERICAN INTERNATIONAL,,
PAC,NISSAN SENTRA KIT 07-UP,NDK724,STANDARD,INSTALL,,,1,4.5,24.99,1,AMERICAN INTERNATIONAL,,
PAC,NISSAN SENTRA DD TR,NDK725,STANDARD,INSTALL,,,1,3.89,19.99,1,AMERICAN INTERNATIONAL,,
PAC,05-06 NISSAN ALTIMA,NDK726,STANDARD,INSTALL,,,1,5.39,24.99,1,AMERICAN INTERNATIONAL,,
PAC,NISSAN ALTIMA 07-12 KIT,NDK728,STANDARD,INSTALL,,,1,19.9,49.99,1,SANTA FE,,
PAC,NISSAN TITAN ARMADA,NDK7312,STANDARD,INSTALL,,,1,14,34.99,0,AMERICAN INTERNATIONAL,,
PAC,NISSAN VERSA 07-UP,NDK736,STANDARD,INSTALL,,,1,4.49,24.99,1,AMERICAN INTERNATIONAL,,
PAC,NISSAN ALTIMA 13-UP,NDK738CG,STANDARD,INSTALL,,,1,13,39.99,3,AMERICAN INTERNATIONAL,,
PAC,NISSAN 350Z KIT 03-05,NDK742,STANDARD,INSTALL,,,1,6,24.99,1,AMERICAN INTERNATIONAL,,
PAC,NISSAN KIT 350Z,NDK744,STANDARD,INSTALL,,,1,5.9,24.99,1,AMERICAN INTERNATIONAL,,
PAC,AI NISSAN 350Z DD KIT,NDK744,STANDARD,INSTALL,,,1,5.99,29.99,0,AMERICAN INTERNATIONAL,,
PAC,NISSAN BEST KIT DD,NDK786,STANDARD,INSTALL,,,1,6,24.99,1,AMERICAN INTERNATIONAL,,
PIONEER,PIONEER 16PIN HARNESS,PIO16C,STANDARD,INSTALL,,,1,1.95,19.99,0,AMERICAN INTERNATIONAL,,
PAC,SUBARU KIT,S927,STANDARD,INSTALL,,,1,7.49,29.99,1,AMERICAN INTERNATIONAL,,
PAC,6X9 ADAP,SG690DX,STANDARD,INSTALL,,,1,4.2,24.99,0,AMERICAN INTERNATIONAL,,
PAC,SPACER,SR1,STANDARD,INSTALL,,,1,0.75,5.99,6,AMERICAN INTERNATIONAL,,
PAC,TOYOTA SOLARA KIT,TA2087B,STANDARD,INSTALL,,,1,10,29.99,1,AMERICAN INTERNATIONAL,,
PAC,TOYOTA PRIUS 2016-19 KIT,TOYK932GB,STANDARD,INSTALL,,,1,12.59,49.99,1,AMERICAN INTERNATIONAL,,
PAC,TOYOTA COROLLA 09-13 KIT,TOYK949G,STANDARD,INSTALL,,,1,15.21,39.99,3,AMERICAN INTERNATIONAL,,
PAC,TOYOTA COROLLA KIT,TOYK960,STANDARD,INSTALL,,,1,4.49,24.99,-1,AMERICAN INTERNATIONAL,,
PAC,TOYOTA TUNDRA GLOSS BLACK KIT,TOYK967GB,STANDARD,INSTALL,,,1,26.76,69.99,2,AMERICAN INTERNATIONAL,,
PAC,TOYOTA TACOMA KIT 05-11,TOYK972S,STANDARD,INSTALL,,,1,17,49.99,2,AMERICAN INTERNATIONAL,,
PAC,TOYOTA CAMRY 07-11 KIT,TOYK983S,STANDARD,INSTALL,,,1,15.14,49.99,1,AMERICAN INTERNATIONAL,,
PAC,TOYOTA SIENNA DD KIT,TOYK984,STANDARD,INSTALL,,,1,6.5,29.99,2,AMERICAN INTERNATIONAL,,
PAC,BEST KIT TOYOTA MATRIX,TOYK987,STANDARD,INSTALL,,,1,6,24.99,1,AMERICAN INTERNATIONAL,,
PAC,TOYOTA HIGHLANDER KIT 14-16,TOYK990,STANDARD,INSTALL,,,1,23.06,69.99,2,SANTA FE,,
PAC,SCION KIT,TOYK996,STANDARD,INSTALL,,,1,4.49,29.99,1,AMERICAN INTERNATIONAL,,
PAC,TOYOTA DD KIT,TTR992,STANDARD,INSTALL,,,1,2.99,29.99,1,AMERICAN INTERNATIONAL,,
PAC,TOYOTA/SCION 2000-17 DDIN KIT,TTR998,STANDARD,INSTALL,,,1,11.53,34.99,1,AMERICAN INTERNATIONAL,,
PAC,UNDER DASH MOUNT,TVC104,STANDARD,INSTALL,,,1,4.5,29.99,1,AMERICAN INTERNATIONAL,,
PAC,AI UNIVERSAL POCKET,UPK750,STANDARD,INSTALL,,,1,7.34,29.99,0,WHOLESALE HOUSE,,
PAC,VOLKSWAGON KIT,VWK1015,STANDARD,INSTALL,,,1,4.5,29.99,1,AMERICAN INTERNATIONAL,,
PAC,VOLKSWAGON KIT,VWK1017,STANDARD,INSTALL,,,1,9.94,29.99,4,AMERICAN INTERNATIONAL,,
,LABOR EQ/XOVER,EQX,LABOR,LABOR,,,1,0,35,0,CARTOYZ,,
MISC,AMP FAN,FAN,STANDARD,AMP,,,1,2,24.99,2,WHOLESALE HOUSE,,
MISC,ANT ADAPTR,FD7,STANDARD,INSTALL,,,1,4,11.99,1,WHOLESALE HOUSE,,
KENWOOD,NAV APP RADIO,DNX693S,STANDARD,VIDEO,,,1,634,899.99,0,KENWOOD,,
,LABOR FLIP DOWN,FDN,LABOR,LABOR,,,1,0,150,0,CARTOYZ,,
FLASHLOGIC,REMOTE START FORD,FLRSF01,STANDARD,ALARM,,,1,108,249.99,1,AUDIOVOX,,
FLASHLOGIC,REOMTE START BYPASS,FLRSGM10,STANDARD,ALARM,,,1,73.7,199.99,1,AUDIOVOX,,
PAC,GM HARNESS NON ONSTAR,C2RGM11,STANDARD,INSTALL,,,1,73.72,149.99,0,STINGER SOLUTIONS,,
PAC,GM HARNESS 04-07,C2RGM11B,STANDARD,INSTALL,,,1,73.72,149.99,1,STINGER SOLUTIONS,,
,LABOR FM MODULATOR,FMM,LABOR,LABOR,,,1,0,30,0,CARTOYZ,,
PAC,MITSUBISHI AMP HARNESS,C2RMIT,STANDARD,INSTALL,,,1,8.5,24.99,-1,STINGER SOLUTIONS,,
CARTOYZ,FUSE BLOCK,GFDB4AGU,STANDARD,INSTALL,,,1,10,24.99,0,SANTAFE,,
AUDIOPIPE,AUDIOPIPE 14G SPEAKER WIRE,CABLE1425,STANDARD,INSTALL,,,1,2.25,11.99,2,WHOLESALE HOUSE,,
CODE ALARM,CODE CONVERTER,CADATA,STANDARD,INSTALL,,,1,7.88,39.99,2,AUDIOVOX,,
METRA,NISSAN MAXIMA 09-14,957427B,STANDARD,INSTALL,,,1,12.03,34.99,-1,SANTA FE,,
METRA,NISSAN SENTRA DDIN KIT 13UP,957618G,STANDARD,INSTALL,,,1,27.41,79.99,1,SANTA FE,,
CODE ALARM,CODE ALARM REMOTE FOR6154,CAT4P,STANDARD,INSTALL,,,1,20,49.99,0,AUDIOVOX,,
PAC,AI GM DD KIT,GMK382,STANDARD,INSTALL,,,1,5,24.99,2,WHOLESALE HOUSE,,
PIONEER,PIONEER AV IPOD CBL,CDIU50V,STANDARD,INSTALL,,,1,35,59.99,0,PIONEER,,
PAC,DODGE/JEEP 07/08 DASH KIT DDIN,CDK663,STANDARD,INSTALL,,,1,12.59,34.99,2,STINGER SOLUTIONS,,
METRA,NISSAN FRONTIER KIT,997428G,STANDARD,INSTALL,,,1,12.65,29.99,0,SANTA FE,,
PAC,HARNESS AMP TURN SWC JEEP,CH1ARSX,STANDARD,INSTALL,,,1,110.64,219.99,0,STINGER SOLUTIONS,,
PAC,JEEP CHAROKEE KIT 14-18,CHK1,STANDARD,INSTALL,,,1,140,249.99,0,STINGER SOLUTIONS,,
PAC,CHRYSLER REAR SCREEAN RETENTIO,CHYRVD,STANDARD,INSTALL,,,1,17.77,49.99,1,STINGER SOLUTIONS,,
PAC,UNIVERSAL CIG LIGHTER,CIG12V,STANDARD,INSTALL,,,1,6.99,24.99,2,STINGER SOLUTIONS,,
JBL,"JBL 12""SHALLOW SUBS 250W RMS",CLUBWS1200,STANDARD,INSTALL,,,1,70,149.99,0,JBL,,
MISC,GM CAD HAR,GMRC03,STANDARD,INSTALL,,,1,49,95,1,SANTAFE,,
MISC,HDMI 6FT CABLE,HDMI,STANDARD,ACCESSORIES,,,1,2,14.99,0,WHOLESALE HOUSE,,
,LABOR HIGH LOW CONVERTER,HLC,LABOR,LABOR,,,1,0,50,0,CARTOYZ,,
AXXESS,NISSAN BACKUP CAMERA RETENTION,AXBUCSNI246V,STANDARD,INSTALL,,,1,18,39.99,0,SANTA FE,,
AXXESS,NISSAN SWC HARNESS,AXBUCSNI326V,STANDARD,INSTALL,,,1,21.71,69.99,1,SANTA FE,,
MISC,LED,HLW9RE,STANDARD,ACCESSORIES,,,1,8,19.99,1,WHOLESALE HOUSE,,
PAC,HONDA ANTENNA ADAP 09-UP,HO11,STANDARD,LABOR,,,1,7,19.99,1,WHOLESALE HOUSE,,
PAC,HONDA ANTENNA ADAP,HO6,STANDARD,INSTALL,,,1,3.74,19.99,0,WHOLESALE HOUSE,,
PAC,HONDA ANTENNA ADAP,HO8,STANDARD,INSTALL,,,1,3.52,19.99,0,WHOLESALE HOUSE,,
DUAL,DUAL WIRELESS MIRROR ADAPTOR,DMC15J,STANDARD,INSTALL,,,1,45,89.99,1,AUDIOVOX,,
T-SPEC,O GAUGE TO 4 GAUGE DISTRIBUTIO,VPNB2,STANDARD,INSTALL,,,1,15,39.99,3,METRA,,
DEI,DEI REMOTE START MODULE,DS4,STANDARD,INSTALL,,,1,84.46,199.99,2,DEI,,
DEI,DEI REMOTE START MODULE,DS4VP,STANDARD,INSTALL,,,1,102.36,269.99,1,DEI,,
PAC,HONDA CIVIC SI KIT,HONK811,STANDARD,LABOR,,,1,7,24.99,0,WHOLESALE HOUSE,,
PAC,HONDA 2008-2012 RADIO KIT,HONK852L,STANDARD,INSTALL,,,1,0,89.99,1,,,
PIONEER,PIONEER CD DDIN BLUETOOTH SXM,FHS722BS,STANDARD,INSTALL,,,1,110,144.99,0,PIONEER,,
REMOTE,REMOTE START MODULE,FLRSBA,STANDARD,INSTALL,,,1,85,199.99,0,AUDIOVOX,,
FLASHLOGIC,NISSAN REMOTE START,FLRSNI5,STANDARD,INSTALL,,,1,148,299.99,0,AUDIOVOX,,
PAC,AI FORD KIT,FMK538,STANDARD,INSTALL,,,1,8.57,29.99,7,STINGER SOLUTIONS,,
PAC,AI FORD KIT,FMK549,STANDARD,INSTALL,,,1,4,17.99,1,STINGER SOLUTIONS,,
