make,description,model,type,DEPT,CATEGORY,SIZE,PACK_QTY,COST,PRICE,available,vendor,REORDER_NO,MIN_ORDER
PIONEER,"PIONEER DD 6.1"" DVD",AVH170DVD,STANDARD,VIDEO,,,1,167.9,229.99,0,PIONEER,,
PIONEER,PIONEER DVD USB,AVH180DVD,STANDARD,VIDEO,,,1,167.5,229.99,0,PIONEER,,
PIONEER,PIONEER DVD BLUETOOTH,AVH211EX,STANDARD,VIDEO,,,1,152,199.99,0,PIONEER,,
PIONEER,PIONEER DD CAR PLAY DVD,AVH2440NEX,STANDARD,VIDEO,,,1,340,449.99,0,PIONEER,,
PIONEER,PIONEER 6.1 DVD BLUETHOOTH,AVH280BT,STANDARD,VIDEO,,,1,205,299.99,0,PIONEER,,
PIONEER,PIONEER DD DVD BLUETHOOTH,AVH291BT,STANDARD,VIDEO,,,1,182.5,259.99,1,CARTOYZ,,
PIONEER,PIONEER DVD APP RADIO,AVH4201NEX,STANDARD,VIDEO,,,1,511,699.99,0,PIONEER,,
PIONEER,PIONEER DVD DD BLUETOOTH,AVH601EX,STANDARD,VIDEO,,,1,262,359.99,0,PIONEER,,
PIONEER,PIONEER 7' DD DVD BLUETOOTH,AVHX4800BS,STANDARD,VIDEO,,,1,280,379.99,0,PIONEER,,
PIONEER,"PIONEER 7"" DVD USB BLUETOOTH",AVHX491BHS,STANDARD,VIDEO,,,1,262.5,359.99,0,PIONEER,,
PIONEER,PIONEER FLIP OUT DVD BLUETOOTH,AVHX7500BT,STANDARD,VIDEO,,,1,365,499.99,0,PIONEER,,
PIONEER,PIONEER 6.1 NAV APP RADIO,AVIC5200NEX,STANDARD,VIDEO,,,1,547.5,749.99,0,PIONEER,,
AUDIOVOX,"AUDIOVOX 13"" DVD FLIP DOWN",AVXMTG13,STANDARD,VIDEO,,,1,300,599.99,1,AUDIOVOX,,
AUDIOVOX,"AUDIOVOX 7"" DVD HEADREST",AVXMTGHR1DA,STANDARD,VIDEO,,,1,130,299.99,2,AUDIOVOX,,
PYRAMID,PYRAMID BULLET TWEET,TW18BK,STANDARD,SPEAKER,,,1,10.49,29.99,0,WHOLESALE HOUSE,,
BOSS,BOSS FLIP OUT DVD,BV99821,STANDARD,VIDEO,,,1,90,199.99,0,SANTA FE,,
PAC,AI UNIVERSAL KIT,UPK800,STANDARD,INSTALL,,,1,5.11,24.99,2,WHOLESALE HOUSE,,
JENSEN,"JENSEN 7"" USB MIRRORING MEDIA",CMM720,STANDARD,VIDEO,,,1,90,149.99,0,JENSEN,,
T-SPEC,TSPEC 4G KIT,V6RAK4,STANDARD,INSTALL,,,1,34.97,89.99,17,SANTA FE,,
T-SPEC,TSPEC 8G KIT,V6RAK8,STANDARD,INSTALL,,,1,17.47,59.99,5,SANTA FE,,
T-SPEC,4 GAUGE OFC WIRING KIT,V8AK4,STANDARD,INSTALL,,,1,47.84,99.99,-1,SANTA FE,,
POWER ACOUSTIK,POWER ACOUSTIK,VA14000D,STANDARD,AMP,,,1,100,249.99,0,WHOLESALE HOUSE,,
POWER ACOUSTIK,POWER ACOUSTIK MONO AMP 6000W,VA16000D,STANDARD,AMP,,,1,120,299.99,0,WHOLESALE HOUSE,,
T-SPEC,T-SPEC ANL FUSE HOLDER,VANL,STANDARD,INSTALL,,,1,20,39.99,2,SANTA FE,,
AUDIOVOX,VIDEO AMP,VB1,STANDARD,VIDEO,,,1,17,39.99,0,WHOLESALE HOUSE,,
SOUNDSTREAM,SOUNDSTEAM IR HEADPHONE,VHP11,STANDARD,VIDEO,,,1,18.5,39.99,1,SANTA FE,,
SOUNDSTREAM,SOUND STREAM 10.3 SCREEN BLUET,VR103B,STANDARD,VIDEO,,,1,170,349.99,0,SANTA FE,,
SOUNDSTREAM,"SOUNDSTREAM 7"" FLIP OUT HDMI",VR722HB,STANDARD,VIDEO,,,1,159.99,349.99,0,SANTA FE,,
PAC,VOLVO AI ANTENNA ADAP,VV06,STANDARD,INSTALL,,,1,1.8,15.99,1,SANTAFE,,
PAC,ANTA ADAPTR,VW20,STANDARD,INSTALL,,,1,5,15.99,1,SANTAFE,,
PAC,AUDI ANTENNA ADAP,VW6,STANDARD,INSTALL,,,1,2.28,19.99,0,SANTAFE,,
PAC,ANT ADPTR,VW7,STANDARD,INSTALL,,,1,5,15.99,1,SANTAFE,,
PAC,ANTIN ADAPTR,VW8,STANDARD,INSTALL,,,1,5,15.99,1,SANTAFE,,
AUDIOVOX,AUDIOVOX WIRELESS HEADPHONES,MTGHP1CA,STANDARD,VIDEO,,,1,20,39.99,0,AUDIOVOX,,
PIONEER,PIONEER APP CAR PLAY,MVH1400NEX,STANDARD,VIDEO,,,1,220,349.99,0,PIONEER,,
PIONEER,PIONEER NEX REC APP RADIO,MVH2300NEX,STANDARD,VIDEO,,,1,320,449.99,0,PIONEER,,
PIONEER,PIONEER BACK UP CAMERA,NDBC8,STANDARD,VIDEO,,,1,75,149.99,0,PIONEER,,
PLANET AUDIO,"PLANET AUDIO 7"" FLIP OUT",P9759B,STANDARD,VIDEO,,,1,140,279.99,0,SANTA FE,,
SPIRAL AUDIO,GM 2004 UP-HHR MALIBU HARNESS,WH0033,STANDARD,INSTALL,,,1,7.5,29.99,-2,SPIRAL AUDIO,,
SPIRAL AUDIO,GM 2011-UP HARNESS,WH0036,STANDARD,INSTALL,,,1,6.5,29.99,4,SPIRAL AUDIO,,
PYLE,PYLE REVERSE CAM KIT,PLCM7200,STANDARD,VIDEO,,,1,51,199.99,0,SANTA FE,,
SAFETY,SAFETY FIRST BACKUP CAM W/IR,SFBIRLPCAM,STANDARD,VIDEO,,,1,37,99.99,-2,SANTA FE,,
SAFETY,SAFETY FIRST MIRROR SCREEN 7.3,SFBMIRHD73,STANDARD,VIDEO,,,1,199.99,399.99,0,SANTA FE,,
SAFETY,SAFETY FIRST BACKUP CAM,SFSLPCAM,STANDARD,VIDEO,,,1,25,79.99,1,SANTA FE,,
SAFETY,"SAFETY REAR VIEW MIRROR 4.3""",SFSMIR43,STANDARD,VIDEO,,,1,40,99.99,1,SANTA FE,,
SPIRAL AUDIO,DODGE 2013-UP HARNESS,WH0037,STANDARD,INSTALL,,,1,6.5,29.99,7,SPIRAL AUDIO,,
SPIRAL AUDIO,GM 2014-UP HARNESS,WH0040,STANDARD,INSTALL,,,1,4.5,24.99,10,SPIRAL AUDIO,,
SPIRAL AUDIO,WIRELESS HEADPHONES FAR,WLHP100,STANDARD,VIDEO,,,1,14,29.99,0,AUDIOVOX,,
SPIRAL AUDIO,FORD METRA STEEARING HARNESS,WMFD1SWC,STANDARD,INSTALL,,,1,45,149.99,0,WALMART,,
SPIRAL AUDIO,GM HARNESS STEERING WHEEL CNTR,WMGM29SWC,STANDARD,INSTALL,,,1,70,159.99,0,WALMART,,
MISC,MIRROR CAST DONGLE,X7,STANDARD,ACCESSORIES,,,1,25,79.99,5,CHINA,,
DUAL,DAUL DDIN CARPLAY ANDROID AUTO,XDCPA10BT,STANDARD,HEAD UNIT,,,1,155,279.99,-1,WALMART,,
DUAL,DUAL DD DVD PLAYER,XDVD276BT,STANDARD,VIDEO,,,1,80,149.99,0,,,
COBRA,COBRA RADAR DETECTOR,XRS9345,STANDARD,ACCESSORIES,,,1,70,179.99,0,WHOLESALE HOUSE,,
SOUNDSTREAM,SOUNDSTREAM DIN DVD PLAYER,VDVD165,STANDARD,VIDEO,,,1,67,129.99,0,SANTA FE,,
KENWOOD,6X9,KFC6966S,STANDARD,SPEAKER,,,1,35,79.99,5,,,
AXXESS,FORD HARNES,XSVI5520,STANDARD,INSTALL,,,1,35,69.99,1,SANTAFE,,
MISC,"ROUND XTENDER 12""",XTENDER12,STANDARD,INSTALL,,,1,9.99,24.99,1,SANTA FE,,
SOUNDSTREAM,"SOUNDSTREAM 7"" SINGLE DIN",VR732,STANDARD,VIDEO,,,1,160,299.99,0,SANTA FE,,
JENSEN,JENSEN DD VIDEO BLUETOOTH,VX2529,STANDARD,VIDEO,,,1,75,139.99,1,AUDIOVOX,,
JENSEN,JENSEN DD BLUETOOTH,VX3026,STANDARD,VIDEO,,,1,150,249.99,0,AUDIOVOX,,
JENSEN,JENSEN 6.2 BLUETOOTH HDMI,VX4022,STANDARD,VIDEO,,,1,172,299.99,0,AUDIOVOX,,
JENSEN,JENSEN FLIP OUT NAV,VX7012,STANDARD,VIDEO,,,1,255,399.99,0,AUDIOVOX,,
JENSEN,JENSEN NAV 6.2,VX7020,STANDARD,VIDEO,,,1,227.5,399.99,0,AUDIOVOX,,
JENSEN,"JENSEN 6.2"" NAV BLUETOOTH",VX7023,STANDARD,VIDEO,,,1,234,399.99,1,AUDIOVOX,,
MISC,DUAL MECHLESS SCREEN BLUETOOTH,XVM279BT,STANDARD,HEADUNIT,,,1,72,139.99,-1,,,
DS18,"DS18 12"" 750 WATT SUB",ZR124D,STANDARD,SUB,,,1,112,219.99,2,,,
