Model,Item,Make,Description,UPC,MAP,Sheet,MP Qty,MP Weight,MP Length,MP Width,MP Height,Unit Weight,Unit Length,Unit Width,Unit Height
RFFM100,RFFM100,ROCKFORD,"100 amp Maxi fuse, 2 Pack, platinum finish",780687325237,$9.99,$4.00, 100 , 16.2 , 20.0 , 10.0 , 28.0 , 0.2 , 5.5 , 4.5 , 1.5 
RFFA100,RFFA100,ROCKFORD,"100 amp ANL fuse, 2 Pack, platinum finish",780687325152,$14.99,$8.90, 100 , 13.9 , 20.5 , 9.3 , 22.8 , 0.1 , 20.0 , 9.5 , 5.0 
RFFA150,RFFA150,ROCKFORD,"150 amp ANL fuse, 2 Pack, platinum finish",780687325169,$14.99,$8.90, 100 , 17.8 , 20.8 , 9.5 , 28.0 , 0.2 , 20.0 , 9.5 , 5.0 
RFFA200,RFFA200,ROCKFORD,"200 amp ANL fuse, 2 Pack, platinum finish",780687325176,$14.99,$8.90, 100 , 18.4 , 20.5 , 9.3 , 28.0 , 0.2 , 5.5 , 4.5 , 2.0 
RFFA300,RFFA300,ROCKFORD,"300 amp ANL fuse, 2 Pack, platinum finish",780687325183,$14.99,$8.90, 100 , 16.4 , 20.5 , 9.5 , 27.8 , 0.2 , 5.8 , 4.5 , 1.5 
RFFA500,RFFA500,ROCKFORD,"500 amp ANL fuse, 2 Pack, platinum finish",780687326791,$14.99,$8.90, 100 , 19.0 , 20.5 , 9.2 , 28.0 , 0.2 , 7.5 , 5.8 , 2.3 
RFFANL,RFFANL,ROCKFORD,"Inline ANL/Maxi fuse holder, platinum finish,
accepts 1/0 AWG or 4 AWG wire",780687325206,$64.99,$34.00, 40 , 45.6 , 13.5 , 12.5 , 28.3 , 1.1 , 20.0 , 9.5 , 5.0 
RFFMXI,RFFMXI,ROCKFORD,"Inline MAXI fuse holder, platinum finish,
accepts 4AWG or 8AWG wire",780687331528,$14.99,$9.20, 80 , 28.4 , 20.5 , 9.5 , 22.5 , 0.4 , 20.0 , 9.5 , 5.0 
RFFAGU,RFFAGU,ROCKFORD,"Inline AGU fuse holder, platinum finish,
accepts 4 AWG or 8 AWG wire",780687325190,$14.99,$9.00, 40 , 22.5 , 20.5 , 9.3 , 27.8 , 0.6 , 5.0 , 7.0 , 2.0 
RFFDAGU,RFFDAGU,ROCKFORD,"Fused AGU distribution block, platinum finish, accepts 1/0 AWG/ 4 AWG inputs, (2) 4 AWG/8 AWG outputs",780687325213,$54.99,$30.00, 40 , 39.0 , 13.8 , 12.3 , 28.0 , 1.0 , 20.0 , 9.5 , 5.0 
RFD4,RFD4,ROCKFORD,"Distribution block, platinum finish, (1) 1/0 AWG/ 4 AWG inputs, (3) 4 AWG/ 8 AWG outputs",780687325091,$34.99,$18.00, 80 , 44.5 , 20.8 , 9.5 , 28.0 , 0.6 , 5.8 , 4.5 , 1.5 
RFD1,RFD1,ROCKFORD,"Distribution block, platinum finish, (1) 1/0 AWG/ 4 AWG inputs, (2) 1/0 AWG/ 4 AWG outputs",780687325084,$34.99,$18.00, 80 , 44.4 , 20.5 , 9.3 , 22.3 , 0.6 , 5.5 , 4.5 , 1.5 
RFC10HB,RFC10HB,ROCKFORD,"10 farad hybrid digital cap, (3) 1/0 AWG/ 4 AWG power inputs, (3) 1/0 AWG/ 4 AWG ground inputs, plat plated, volt/amp meter",780687325008,$709.99,$381.00, 8 , 43.4 , 16.5 , 13.5 , 18.3 , 5.4 , 7.5 , 5.5 , 2.5 
RFW1R51,RFW1R-51,ROCKFORD,"51 ft spool, 1/0 AWG frosted red wire, full spec",780687327743,$659.99,$358.00, 1 , 23.8 , 12.5 , 12.5 , 7.0 , 23.8 , 12.5 , 12.5 , 7.0 
RFW1B51,RFW1B-51,ROCKFORD,"51 ft spool, 1/0 AWG frosted black wire, full spec",780687327750,$659.99,$362.00, 1 , 23.8 , 12.5 , 12.5 , 6.5 , 23.8 , 12.5 , 12.5 , 6.5 
RFW4R,RFW4R,ROCKFORD,"100 ft spool, 4 AWG frosted red wire, full spec",780687325701,$489.99,$275.00, 1 , 18.8 , 12.5 , 12.3 , 7.0 , 18.8 , 12.5 , 12.3 , 7.0 
RFW4B,RFW4B,ROCKFORD,"100 ft spool, 4 AWG frosted black wire, full spec",780687325695,$499.99,$276.00, 1 , 20.2 , 13.5 , 12.3 , 6.8 , 20.2 , 13.5 , 12.3 , 6.8 
RFW8R,RFW8R,ROCKFORD,"250 ft spool, 8 AWG frosted red wire, full spec",780687325732,$659.99,$356.00, 1 , 20.2 , 12.3 , 12.0 , 7.3 , 20.2 , 12.3 , 12.0 , 7.3 
RFW8B,RFW8B,ROCKFORD,"250 ft spool, 8 AWG frosted black wire, full spec",780687325725,$659.99,$352.00, 1 , 20.8 , 12.3 , 12.0 , 7.3 , 20.8 , 12.3 , 12.0 , 7.3 
RFW12250,RFW12-250,ROCKFORD,"250 ft spooled speaker wire, 12 AWG frosted black/silver, full spec",780687325640,$459.99,$245.00, 1 , 20.0 , 14.3 , 14.3 , 7.0 , 20.0 , 14.3 , 14.3 , 7.0 
RFW161000,RFW16-1000,ROCKFORD,"1000 ft spooled speaker wire, 16 AWG frosted black/silver, full spec",780687325657,$719.99,$394.00, 1 , 36.4 , 14.5 , 14.3 , 8.5 , 36.4 , 14.5 , 14.3 , 8.5 
RFWP1215,RFWP12-15,ROCKFORD,"15 ft packaged speaker wire, 12 AWG frosted black/silver, full spec",780687325756,$39.99,$22.00, 20 , 25.0 , 13.5 , 12.5 , 13.8 , 1.3 , 7.5 , 5.8 , 2.3 
RFWP1630,RFWP16-30,ROCKFORD,"30 ft packaged speaker wire, 16 AWG frosted black/silver, full spec",780687325763,$44.99,$23.00, 20 , 24.5 , 13.5 , 12.3 , 13.8 , 1.2 , 7.5 , 5.8 , 2.3 
RFTS1,RFTS1,ROCKFORD,"1/0 AWG seamed crimp style ring terminal, platinum finish, 2 pack",780687325619,$9.99,$5.00, 100 , 20.0 , 20.5 , 9.5 , 28.0 , 0.2 , 5.5 , 4.5 , 1.5 
RFTS4,RFTS4,ROCKFORD,"4 AWG seamed crimp style ring terminal, platinum finish, 4 pack",780687325626,$9.99,$5.10, 100 , 22.4 , 20.5 , 9.6 , 28.0 , 0.2 , 5.8 , 4.5 , 1.5 
