Make;Model;Class;Category;Description;On Hand;Availble;On Order;Committed;Defective;Sold this Year;Barcode SKU;Cost;Retail
METRA;956532B;DASH KIT;STANDARD;Jeep Renegade 2015-2020;0;0;0;0;0;2;086429315390;$10.07;$29.99
METRA;956531HG;DASH KIT;STANDARD;2015-up RAM Promaster City DDIN radio in;1;1;0;0;0;;086429316281;$15.00;$39.99
METRA;956524B;DASH KIT;ADV;Jeep Liberty 2002-2007;1;1;0;0;0;;086429307371;$43.30;$89.99
METRA;956522B;DASH KIT;ADV;Ram Trucks 2002-2005;1;1;0;0;0;1;086429288366;$49.75;$74.99
METRA;956517HG;DASH KIT;STANDARD;Dodge Dart 2013-2016 (without Factory 8.;1;1;0;0;0;3;086429285716;$13.00;$39.99
METRA;956511;DASH KIT;STANDARD;Chrysler Multi-Kit 2007-Up - Improved De;0;0;0;0;0;;086429164509;$7.40;$29.99
METRA;956506B;DASH KIT;STANDARD;Chrysler Pacifica 2004-2008;1;1;1;0;0;;086429343034;$15.00;$34.99
METRA;955861;DASH KIT;ADV;Ford Transit Connect 2019-Up;1;1;0;0;0;;086429427123;$61.00;$149.99
METRA;955845S;DASH KIT;ADV;Lincoln Navigator 4x4 2007-2014 (w/o Fac;1;1;0;0;0;1;086429340675;$37.50;$74.99
METRA;955844S;DASH KIT;ADV;Lincoln Navigator 4x2 2007-2014 (w/o Fac;1;1;0;0;0;;086429340668;$37.50;$84.99
METRA;955822B;DASH KIT;ADV;Ford F-150 2009-10 (Lariat/Platinum) Kit;1;1;0;0;0;;086429204922;$28.10;$59.99
METRA;955820B;DASH KIT;STANDARD;Ford F-150 2009-2014;0;0;0;0;0;2;086429275939;$19.03;$49.99
METRA;955818;DASH KIT;STANDARD;Ford/Lincoln 1997-2004;2;2;0;0;0;1;086429186617;$9.12;$29.99
METRA;955817;DASH KIT;STANDARD;Ford/Lincoln/Mercury/Mazda Multi-Kit 199;1;1;0;0;0;5;086429182886;$8.47;$29.99
METRA;955810;DASH KIT;STANDARD;Lincoln Town Car 2003-2011;1;1;0;0;0;2;086429168033;$8.00;$29.99
METRA;955703B;DASH KIT;ADV;Ford Mustang 1994-2000;0;0;0;0;0;1;086429375530;$50.50;$64.99
METRA;955028;DASH KIT;STANDARD;Ford Expedition/Lincoln Navigator 2003-2;1;1;0;0;0;;086429285402;$10.34;$29.99
METRA;953528B;DASH KIT;STANDARD;Pontiac GTO 2004-2006 - Black;1;1;0;0;0;;086429314850;$15.00;$34.99
METRA;953315B;DASH KIT;ADV;GMC TERRAIN 2018-2024;1;1;0;0;0;;086429441891;$60.00;$104.99
METRA;953314G;DASH KIT;STANDARD;Chevrolet Malibu with Manual Climate 201;0;0;0;0;0;;086429304486;$14.84;$49.99
METRA;953302;DASH KIT;STANDARD;GM Multi-Kit 2005-2012 - Black;1;1;0;0;0;;086429151042;$7.30;$29.99
METRA;953107G;DASH KIT;STANDARD;Saturn Astra 2008-2009 - Gray;1;1;0;0;0;;086429182923;$10.16;$29.99
METRA;953020B;DASH KIT;ADV;Chevrolet Cruze 2016-2019;1;1;0;0;0;;086429331932;$29.90;$59.99
METRA;953019B;DASH KIT;STANDARD;Chevy Malibu 2016-Up (excluding Malibu l;1;1;0;0;0;1;086429326891;$9.01;$29.99
METRA;953016G;DASH KIT;STANDARD;Chevy Colorado / GMC Canyon 2015-up;1;1;0;0;0;2;086429312375;$14.00;$34.99
METRA;953003G;DASH KIT;STANDARD;GM SUV / Truck 1995-2002;0;0;0;0;0;;086429320912;$8.00;$29.99
METRA;953000;DASH KIT;ADV;GM SUV/ Full Size Trucks 1988-1994;0;0;0;0;0;1;086429333448;$15.42;$59.99
METRA;952005B;DASH KIT;STANDARD;Cadillac 1996-2005;1;1;0;0;0;1;086429186600;$9.00;$29.99
METRA;952004;DASH KIT;STANDARD;Cadillac 1996-2001;1;1;0;0;0;;086429213191;$10.00;$29.99
METRA;951006;DASH KIT;STANDARD;Kia Sorento 2003-2006;0;0;0;0;0;;086429313150;$8.00;$29.99
JL AUDIO;8W3V34;SUB;REG;8 Poly Subwoofer (250W, 4 Ohm)-Built in;0;0;2;0;0;;699440921480;$193.00;$349.99
INSTALLBAY;8S;ACCESSORY;HARDWARE;8 Gauge Spade Terminals;50;50;0;0;0;10;;$0.75;$2.00
INSTALLBAY;8R;ACCESSORY;HARDWARE;8 Gauge Ring Terminals;125;125;0;0;0;21;;$0.75;$2.00
MISC;8GW;WIRE;CCA;8 Gauge Wire;9;919;0;0;0;;609098821407;$0.70;$1.50
RAPTOR;8G;SUB;GRILLE;GRILLS 8;11;11;0;0;0;2;;$2.00;$5.99
METRA;899400;DASH KIT;STANDARD;Trim Plate Land Rover Discovery 1994-200;0;0;0;0;0;;086429123728;$7.00;$29.99
METRA;89303900;ACCESSORY;ADAPTER;Universal 3/8in Single-DIN Spacer;1;1;0;0;0;;086429153800;$3.00;$16.99
METRA;89300900;ACCESSORY;ADAPTER;4 Pack Single-DIN Trim Rings;2;2;0;0;0;;086429009909;$6.25;$17.99
METRA;89300750;ACCESSORY;ADAPTER;Universal DIN Trim 3/4in Border;1;1;0;0;0;;086429005550;$3.00;$17.99
METRA;89300500;ACCESSORY;ADAPTER;Universal DIN Trim 1/2in Border;4;4;0;0;0;;086429005543;$3.00;$17.99
METRA;89300250;ACCESSORY;ADAPTER;Universal DIN Trim 1/4in Border;3;3;0;0;0;;086429005536;$3.00;$17.99
METRA;88007803;DASH KIT;STANDARD;Honda Accord 2003-2007 Lower Pocket;0;0;0;0;0;;086429274062;$13.55;$39.99
METRA;869001;ACCESSORY;;Radio Removal Tool - Volkswagen/Audi/Mer;1;1;0;0;0;8;086429059706;$7.17;$21.99
METRA;865618;ACCESSORY;;Ford Radio Removal Tool 1987-2011;2;2;0;0;0;2;086429012480;$6.23;$19.99
METRA;859012;SUB;GRILLE;12 Waffle Grille With Hardware;2;2;0;0;0;4;;$6.00;$13.99
METRA;859010;SUB;GRILLE;10 Waffle Grille With Hardware;4;4;0;0;0;2;;$6.00;$11.99
METRA;829600;ACCESSORY;ADAPTER;Speaker Adapters - 6 - 6.5, Harley Dav;1;1;0;0;0;2;086429288465;$15.00;$29.99
METRA;828705;ACCESSORY;ADAPTER; Speaker Adapter Mercedes 2014-2020;2;2;0;0;0;;086429427185;$12.00;$27.99
METRA;828701;ACCESSORY;ADAPTER;Mercedes-Benz C-Class 2007-2017 Speaker;2;2;0;0;0;;086429352005;$11.00;$29.99
METRA;828154;ACCESSORY;ADAPTER;Toyota Speaker Adapter 2012-2019 - 6x9 I;2;2;0;0;0;2;086429378869;$6.00;$29.99
METRA;828153;ACCESSORY;ADAPTER;Toyota Speaker Adapters 6-6.75 Inch 2001;1;1;0;0;0;;086429375554;$9.00;$29.99
METRA;828148;ACCESSORY;ADAPTER;Lexus/Scion/Toyota 1998-Up 6-6.75 Inch P;1;1;0;0;0;4;086429288267;$11.34;$29.99
METRA;828146;ACCESSORY;ADAPTER;Toyota Multi 2002-Up 6x9 Plate - Pair;1;1;0;0;0;12;086429288236;$11.00;$29.99
METRA;827501;ACCESSORY;ADAPTER;Mazda Multi-Application 2013-Up Speaker;2;2;0;0;0;2;086429317455;$13.72;$29.99
METRA;827402;ACCESSORY;ADAPTER;Nissan Titan 2016-Up Front Speaker Adapt;2;2;0;0;0;;086429412044;$12.00;$29.99
METRA;827400;ACCESSORY;ADAPTER;Nissan/Infiniti Multi 2000-Up Speaker Pl;1;1;0;0;0;1;086429307470;$11.00;$29.99
METRA;827303;ACCESSORY;ADAPTER;Kia 2014-Up Speaker Adapters - 6 to 6 3/;3;3;0;0;0;2;086429343010;$11.00;$29.99
METRA;827302;ACCESSORY;ADAPTER;Hyundai/Kia Multi 2001-2013 Speaker Plat;2;2;0;0;0;2;086429307456;$11.00;$29.99
METRA;827301;ACCESSORY;ADAPTER;Hyundai Genesis CP 10-up Spk Plate - 6 t;1;1;0;0;0;1;086429307449;$11.00;$29.99
METRA;826901;ACCESSORY;ADAPTER;Univeral 6 Inch x 9 Inch- 6.5 Inch Speak;2;2;0;0;0;1;086429084661;$8.00;$29.99
METRA;825606;ACCESSORY;ADAPTER;F-150 15-Up Front Speaker Plate 6x9 Inch;0;0;0;0;0;4;086429320790;$9.00;$29.99
METRA;825605;ACCESSORY;ADAPTER;Ford 2015-2022 Speaker Plate 6.5 Inch;2;2;0;0;0;13;086429320783;$8.00;$29.99
METRA;824201;ACCESSORY;ADAPTER;Toyota/Chrysler Speaker Adapters - 2.5 I;1;1;0;0;0;;086429324675;$6.10;$21.99
METRA;823022;ACCESSORY;ADAPTER;GM Speaker Adapter 6-6.75 Inch 2002-2009;1;1;0;0;0;2;086429374670;$10.00;$29.99
METRA;823021;ACCESSORY;ADAPTER;GM Speaker Adapters 6-6.75 Inch 2002-200;1;1;0;0;0;2;086429374663;$9.26;$29.99
METRA;823020;ACCESSORY;ADAPTER;Chevrolet Silverado / GMC Sierra 2007-20;2;2;0;0;0;4;086429351961;$8.00;$29.99
METRA;823019;ACCESSORY;ADAPTER;Chevrolet Camaro 2010-2015 Speaker Adapt;2;2;0;0;0;6;086429351947;$8.00;$29.99
METRA;823018;ACCESSORY;ADAPTER;Camaro 2016-up Speaker Adapter - Front D;4;4;0;0;0;;086429325283;$9.15;$29.99
METRA;823017;ACCESSORY;ADAPTER;Camaro 2016-up Speaker Adapter - Front D;3;3;0;0;0;;086429325276;$10.00;$29.99
METRA;823016;ACCESSORY;ADAPTER;GM Speaker Adapters - 2.5 Inch to Tweete;7;7;0;0;0;2;086429324637;$5.06;$21.99
METRA;823014;ACCESSORY;ADAPTER;Corvette 2005-2013 Speaker Adapters - 6;1;1;0;0;0;3;086429317431;$12.37;$29.99
METRA;823006;ACCESSORY;ADAPTER;GM Multi 2005-Up Speaker Adapter - 6 to;1;1;0;0;0;;086429288434;$9.33;$29.99
METRA;823005;ACCESSORY;ADAPTER;GM Trucks/Malibu 2014-Up Speaker Adapter;2;2;0;0;0;0;086429288427;$10.42;$29.99
METRA;823004;ACCESSORY;ADAPTER;GM Trucks/Malibu 2014-Up Speaker Adapter;2;2;0;0;0;3;086429288410;$9.33;$29.99
INSTALLBAY;80A;ACCESSORY;FUSE;5-Pack Agu Fuses 80 Amp;3;3;0;0;0;12;;$3.00;$11.99
QPOWER;804ECFS09B;BOX;FORD TRUCK;Quad 8 2009-Up Ford Super Crew;1;1;0;0;0;;;$150.00;$279.99
BASS MAXX;804DQCB19P;CUST POLY;DODGE / RAM TRUCK;QUAD 8 RAM QUAD-CAB 2019-UP;1;1;0;0;0;;;$211.00;$349.00
ATREND;804DQC19;BOX;CUSTOM CARPET;4-8 DODGE RAM 2019-UP;1;1;0;0;0;;;$100.00;$249.99
QPOWER;804CCGM08B;BOX;GM TRUCK;Quad 8 2007-Up GM Crew Cab Box;1;1;0;0;0;2;;$150.00;$279.99
QPOWER;802PB;UNIV POLY;PORTED;Dual 8 Poly Ported;2;2;0;0;0;-1;;$110.00;$219.99
QPOWER;802ECFS09B;BOX;FORD TRUCK;Dual 8 2009-Up Ford Super Crew;1;1;0;0;0;;;$150.00;$279.99
QPOWER;802CCGM08B;BOX;GM TRUCK;Dual 8 2007-Up GM Crew Cab Box;1;1;0;0;0;;;$185.00;$279.99
QPOWER;801T;UNIV CARP;TRUCK;SINGLE 8 INCH TRUCK BOX;0;0;0;0;0;5;;$15.00;$39.99
QPOWER;801S;UNIV CARP;SEALED;SINGLE 8 INCH SUB BOX;0;0;0;0;0;;;$30.00;$54.99
QPOWER;801PBL;UNIV CARP;PORTED;Single 8 Extra Large Side Ported;1;1;0;0;0;2;;$80.00;$149.99
METRA;760201;HARNESS;STANDARD;2-way Waterproof Connector;2;2;0;0;0;;086429352586;$11.00;$29.99
METRA;728110;HARNESS;SPKR;Subaru/Toyota 2008-Up - Speaker Harness;3;3;0;0;0;9;086429409402;$4.24;$15.99
METRA;728109;HARNESS;SPKR;Toyota 2020 Speaker harness - pair;4;4;0;0;0;2;086429388783;$5.00;$15.99
METRA;728105;HARNESS;SPKR;Toyota Tacoma 1996 Speaker Harness;6;6;0;0;0;;086429027927;$6.00;
METRA;728104;HARNESS;SPKR;Toyota 1987-Up Speaker Harness - Pair;6;6;0;0;0;44;086429019281;$5.00;$15.99
METRA;727902;HARNESS;STANDARD;Mazda 1998-Up Chrysler/Dodge/Jeep/Hyunda;5;5;0;0;0;23;086429018642;$5.00;$15.99
METRA;727800;HARNESS;SPKR;Honda 1982-Up Speaker Harness - Pair;3;3;0;0;0;58;086429017102;$5.00;$15.99
METRA;727401;HARNESS;SPKR;Nissan Speaker Harness - Pair;6;6;0;0;0;27;086429318278;$5.00;$15.99
METRA;727400;HARNESS;SPKR;Nissan Speaker Harness - Pair;9;9;0;0;0;8;086429017096;$5.00;$15.99
METRA;727303;HARNESS;SPKR;Speaker Harness - Kia/Hyundai 2014-2018;8;8;0;0;0;3;086429405497;$5.00;$15.99
METRA;727302;HARNESS;SPKR;Hyundai Kia 2016-Up Speaker Harness - Pa;7;7;0;0;0;1;086429339853;$5.00;$15.99
METRA;727301;HARNESS;SPKR;HYUNDAI | KIA 11-Up Speaker Harness - Pa;9;9;0;0;0;;086429232406;$5.00;$15.99
METRA;727300;HARNESS;SPKR;Hyundai/Kia 1998-Up Speaker Harness - Pa;8;8;0;0;0;12;086429232390;$5.00;$15.99
METRA;726516;HARNESS;SPKR;Ram 2015-Up Speaker Harness;6;6;0;0;0;;086429408016;$5.00;$15.99
METRA;726514;HARNESS;SPKR;Chrysler/Dodge 1990-Up Speaker Harness -;6;6;0;0;0;80;086429115334;$5.00;$15.99
METRA;725602;HARNESS;SPKR;Ford/Mazda 2010-Up Speaker Harness - Pai;8;8;0;0;0;58;086429287192;$6.00;$19.99
METRA;725601;HARNESS;SPKR;Ford 1998-Up Speaker Harness - Pair;8;8;0;0;0;4;086429339778;$5.00;$15.99
METRA;725600;HARNESS;SPKR;Ford 1998-Up Speaker Harness - Pair;6;4;0;2;0;90;086429074754;$5.00;$15.99
METRA;725512;HARNESS;SPKR;Ford 1987-Up Speaker Harness - Pair;6;6;0;0;0;4;086429017010;$5.00;$15.99
METRA;724573;HARNESS;STANDARD;GM 7 Tweeter Speaker Harness;5;5;0;0;0;1;086429416035;$5.00;$15.99
METRA;724572;HARNESS;SPKR;GM 2010-2017 Speaker Harness - Pair;8;8;0;0;0;71;086429352555;$5.00;$15.99
METRA;724570;HARNESS;SPKR;GM Speaker Harness - Pair;6;6;0;0;0;;086429016983;$5.00;$15.99
METRA;724569;HARNESS;SPKR;GM Speaker Harness - Pair;6;6;0;0;0;;086429016976;$4.16;$15.99
METRA;724568;HARNESS;SPKR;GM 1988-Up Speaker Harness - Pair;7;4;6;3;0;198;086429016969;$5.00;$15.99
METRA;716523;HARNESS;ADV;Chrysler Dodge 2013-Up OEM Harness;1;1;0;0;0;1;086429278497;$9.00;$59.99
METRA;716522;HARNESS;STANDARD;Chrysler 07-Up OEM Harness;1;1;0;0;0;;086429167104;$13.09;$34.99
METRA;716502;HARNESS;STANDARD;OEM HARNESS CHRYSLER 02-UP;1;1;0;0;0;;086429082346;$9.08;$34.99
METRA;715520;HARNESS;STANDARD;Ford Lincoln Mercury 2003-Up OEM Harness;1;1;0;0;0;;086429117741;$12.35;$34.99
METRA;712108;HARNESS;STANDARD;GM 2016-Up OEM Harness;1;1;0;0;0;;086429338924;$7.31;$34.99
METRA;712107;HARNESS;STANDARD;GM Full Size Truck and SUVs 2015-Up OEM;1;1;0;0;0;;086429287741;$12.16;$34.99
METRA;712106;HARNESS;ADV;GM 2010-Up OEM Harness;1;1;0;0;0;;086429250080;$12.00;$49.99
METRA;7121031;HARNESS;STANDARD;GM 2004-2009 OEM Harness;0;0;0;0;0;1;086429138432;$16.00;$34.99
METRA;711729;HARNESS;STANDARD;Honda 2008-Up OEM Harness;1;1;0;0;0;;086429177202;$9.00;$34.99
METRA;711722;HARNESS;STANDARD;Honda Civic (excluding DX models) 2006-2;1;1;0;0;0;;086429157167;$10.00;$34.99
METRA;711721;HARNESS;STANDARD;Honda Acura Suzuki 1998-2013 OEM Harness;1;1;0;0;0;;086429071210;$9.26;$34.99
METRA;709500;HARNESS;STANDARD;Jaguar/Land Rover 20 Pin Harness;1;1;0;0;0;3;086429213443;$9.00;$23.99
METRA;709223;HARNESS;STANDARD;Volvo 1999-2009 Amp Harness;0;0;0;0;0;;086429328727;$7.00;$29.99
METRA;708114;HARNESS;STANDARD;SWC add-on harness with AUX-IN for Toyot;1;1;0;0;0;;086429230822;$5.18;$24.99
METRA;707903;HARNESS;STANDARD;Mazda 2001-Up Harness;3;3;0;0;0;;086429084739;$3.00;$21.99
METRA;707863;HARNESS;ADV;Honda Element 2003-2011 Amp Retention Ha;1;1;0;0;0;3;086429238859;$25.00;$59.99
METRA;707554;HARNESS;REG;Nissan 2010-Up Bose Amp Integration Harn;0;0;0;0;0;;086429238606;$18.00;$39.99
METRA;707307;HARNESS;STANDARD;Hyundai/Kia Wiring Harness (with Base Ra;1;1;0;0;0;;086429364237;$11.13;$39.99
METRA;707306;HARNESS;ADV;Hyundai/Kia (without NAV, with Display R;2;2;0;0;0;1;086429327577;$22.00;$49.99
METRA;707305;HARNESS;STANDARD;Hyundai Kia 2010-Up Amplifier Bypass Har;1;1;0;0;0;;086429230839;$12.00;$29.99
METRA;707302;HARNESS;STANDARD;Hyundai Kia 2007-2009 Harness;0;0;0;0;0;;086429162031;$12.00;$24.99
METRA;707004;HARNESS;SPKR;Mitsubishi 1994-2007 4 Speaker with Amp;2;2;0;0;0;;086429164585;$8.16;$29.99
METRA;706506;HARNESS;ADV;Chyrsler Pacifica 2004-2008 Amp Bypass;1;1;0;0;0;;086429106233;$22.56;$59.99
METRA;705524;HARNESS;STANDARD;Ford Lincoln 2011-Up (without SYNC) Harn;2;2;0;0;0;;086429250981;$9.00;$21.99
METRA;705523;HARNESS;STANDARD;Ford Transit 2010-2012 Harness;0;0;0;0;0;;086429201983;$10.00;$21.99
METRA;702202;HARNESS;STANDARD;Saturn Vue/Ion 2006-UP Harness;1;1;0;0;0;;086429158447;$13.04;$29.99
METRA;702054;HARNESS;ADV;GM 1998-2007 Amplifier Bypass Harness;0;0;0;0;0;;086429117703;$38.16;$59.99
METRA;701777;HARNESS;STANDARD;Ford Focus 00-04 Mercury Cougar 99-02 Ha;1;1;0;0;0;;086429285440;$5.18;$29.99
METRA;701776;HARNESS;STANDARD;Ford Expedition Lincoln Navigator 2003-2;1;1;0;0;0;;086429281220;$13.63;$29.99
METRA;701765;HARNESS;ADV;Toyota (without Amp) 2018-Up;2;2;0;0;0;;086429364220;$22.00;$49.99
METRA;701731;HARNESS;STANDARD;Honda Civic LX 2016-Up Integration Harne;2;2;0;0;0;1;086429324910;$16.19;$34.99
METRA;701727;HARNESS;ADV;Honda Civic 2006-2011 Amp Bypass Harness;1;1;0;0;0;;086429160327;$19.00;$59.99
METRA;701003;HARNESS;STANDARD;Kia 1995-2003 Harness;2;2;0;0;0;;086429060269;$5.00;$21.99
PUTCO;700H13;LIGHTS;LED;PUTCO H13 LED SLIVER LUX;0;0;0;0;0;1;;$136.00;$269.99
PUTCO;700007;LIGHTS;LED;Nitro Lux Projector H7 LED;0;0;0;0;0;1;;$190.00;$295.55
PUTCO;700004;LIGHTS;LED;PUTCO H4 LED SLIVER LUX;1;1;0;0;0;;;$158.00;$269.99
QPOWER;6X9S;SPKR BOX;6X9;6X9 BOXES [ SOLD IN PAIR ];7;7;0;0;0;23;;$35.00;$59.99
FOCAL;690AC;SPKR;COAX;6 X 9 Coaxial Kit;1;1;0;0;0;3;3544056750672;$210.00;$419.99
VIPER;6826T;AL/RS;ALARM;Viper DEI 2-WAY Antenna;2;2;0;0;0;;;$25.00;$59.99
QPOWER;65S;SPKR BOX;6.5;6.5 BOXES [ SOLD IN PAIR ];0;0;1;0;0;2;;$35.00;$59.99
INSTALLBAY;60A;ACCESSORY;FUSE;Fuse 60 Amp;3;3;0;0;0;6;;$3.00;$11.99
MISC;5WIRE;WIRE;CCA;5 Conductor Speedwire;2;280;0;0;0;;609098796286;$0.43;$1.50
INSTALLBAY;5MR;LIGHTS;GLOW;Installbay 5M Led Strip Red;1;1;0;0;0;;;$22.00;$59.99
INSTALLBAY;5MG;LIGHTS;GLOW;Installbay 5M Led Strip Green;1;1;0;0;0;;;$23.00;$59.99
LABOR;5CH;LABOR;AMP;5-CH  AMP;0;0;0;0;0;;;$0.00;$450.00
VIPER;5908VM;AL/RS;COMBO;2-Way Remote Start and Security System M;0;0;0;0;0;;;$183.00;$695.00
VIPER;5707VM;AL/RS;COMBO;MESA 2-Way LCD SEC/RS 1-Mile Range;1;1;0;0;0;10;093207096716;$200.00;$695.00
DIRECTED;556UW;AL/RS;RS;DEI UNIVERSAL KEY INTERFACE;0;0;0;0;0;;;$22.00;$59.99
DIRECTED;535T;AL/RS;ALARM;Power Window Automation System;1;1;0;0;0;1;093207025570;$70.00;$250.00
KICKER;52GR12;SUB;GRILLE;Kicker Round 12  Grille;2;2;0;0;0;;713034094340;$15.00;$29.99
KICKER;51LX5004;AMP;4CH;LX-Series 4 Channel Amp 500w RMS;0;0;0;0;0;;713034020301;$370.00;$599.99
KICKER;51LX30001;AMP;MONO;LX-Series Monoblock Amp 3000w RMS;4;4;0;0;0;;713034020264;$554.00;$899.99
KICKER;51LX13007;AMP;7CH;LX-Series 7 Channel Amp 1300w RMS;4;4;0;0;0;;713034020240;$586.00;$949.99
KICKER;51KSS6504;SPKR;CMP;6.5-Inch cmp. sys. w/ 1-Inch Twts, 4-Ohm;4;4;0;0;0;5;713034045335;$155.00;$249.99
KICKER;51KSS369;SPKR;CMP;6x9, 2.75 and 1 Twt, 3-way Component,;2;2;0;0;0;1;713034044970;$245.00;$399.99
KICKER;51KSS365;SPKR;CMP;6.5, 2.75, and 1 Twt, 3-way Component;3;3;0;0;0;1;713034058366;$215.00;$399.99
KICKER;51KSS269;SPKR;CMP;KS Series 6 x 9 & 2.75 Component Sets;2;2;0;0;0;2;713034045373;$163.00;$299.99
KICKER;51KSC6904;SPKR;COAX;6x9-Inch coax w/ 1-Inch Twts, 4-Ohm;6;6;0;0;0;2;713034011491;$98.00;$159.99
KICKER;51KSC6804;SPKR;COAX;6x8-Inch coax w/ .75-Inch Twts, 4-Ohm;1;1;0;0;0;3;713034058434;$80.00;$129.99
KICKER;51KSC6504;SPKR;COAX;6.5-Inch coax w/.75-Inch Twts, 4-Ohm;5;5;0;0;0;18;713034011040;$80.00;$129.99
KICKER;51KSC504;SPKR;COAX;5.25-Inch coax w/.75-Inch Twts, 4-Ohm;0;0;0;0;0;;713034011026;$80.00;$129.99
KICKER;51KSC4604;SPKR;COAX;4x6-Inch coax w/.5-Inch Twts, 4-Ohm;2;2;0;0;0;11;713034010968;$60.00;$99.99
KICKER;51KSC404;SPKR;COAX; 4-Inch (100mm) Coaxial Speakers;2;2;0;0;0;5;713034010715;$60.00;$99.99
KICKER;51KSC3504;SPKR;COAX; 3.5-Inch coax w/.5-Inch Twts, 4-Ohm;4;4;0;0;0;6;713034010456;$48.00;$79.99
KICKER;51KSC2704;SPKR;COAX;2.75-Inch (70mm) Speakers, 4-Ohm;3;3;0;0;0;1;713034010425;$53.00;$79.99
KICKER;51HS10;ENCLOSURE;POWERED;Hideaway Powered 10 Subwoofer;2;1;0;1;0;2;;$265.00;$369.99
KICKER;51CWQ154;SUB;REG;CompQ 15 Subwoofer, DVC, 4-ohm, 1200w;2;2;0;0;0;2;713034090083;$259.00;$429.99
KICKER;51CWQ124;SUB;REG;CompQ 12 Subwoofer, DVC, 4-ohm;2;2;0;0;0;;713034090069;$199.00;$329.99
KICKER;51CWQ122;SUB;REG;CompQ 12 Subwoofer, DVC, 2-ohm, 1000w;1;1;0;0;0;5;713034090052;$199.00;$329.99
KICKER;51CWQ104;SUB;REG;CompQ 10 Subwoofer, DVC, 4-ohm, 800w;0;0;0;0;0;; 713034090045;$169.00;$279.99
VIPER;5107VM;AL/RS;COMBO;MESA 4-Btn 1-Way SEC/RS 1/2 Mile;1;1;0;0;0;2;;$120.00;$595.00
KICKER;50HPFD4;ACCESSORY;DIST BLOCK;0/1GA IN & OUT 4-Way Distribution Block;2;2;0;0;0;1;713034089711;$60.00;$109.99
KICKER;50HPFD2;ACCESSORY;DIST BLOCK;0/1GA IN & OUT 2-Way Distribution Block;2;2;0;0;0;1;713034089704;$40.00;$79.99
KICKER;50HPBT6;ACCESSORY;DIST BLOCK;6 OUTPUT 0/1GA Battery Terminal;2;2;0;0;0;3;713034089698;$36.00;$69.99
KICKER;50CWCS84;SUB;REG;8 COMP -C / 4-OHM;2;2;0;0;0;3;713034039716;$56.00;$89.99
KICKER;50CWCS124;SUB;REG;CompC 12 600W Max Single 4-Ohm;4;4;0;0;0;;713034039693;$81.00;$129.99
KICKER;50CWCS104;SUB;REG;KICKER COMP C 10 4-OHM;4;4;0;0;0;8;;$69.00;$109.99
KICKER;50CSC4104;SPKR;COAX;kicker 4x10 2-way speaker;1;1;0;0;0;2;713034038801;$56.00;$99.99
KICKER;50BT4S;ACCESSORY;DIST BLOCK;4 OUT 0GA Battery Terminal W/ SIDE POST;2;2;0;0;0;2;713034089681;$30.00;$59.99
VIPER;508D;AL/RS;ALARM;Proximity Sensor;1;1;0;0;0;3;;$48.00;$89.99
METRA;50012;ACCESSORY;ADAPTER;Adapter 4X10 To 6X9;0;0;0;0;0;;;$8.00;$24.99
INSTALLBAY;4S;ACCESSORY;HARDWARE;4 Gauge Spade Terminals;74;74;0;0;0;29;;$0.25;$2.99
INSTALLBAY;4R;ACCESSORY;HARDWARE;4 Gauge Ring Terminals;37;37;0;0;0;69;;$0.75;$2.99
MISC;4GW;WIRE;CCA;4 Gauge Wire;7;720;0;0;0;;609098821377;$0.70;$2.50
LABOR;4CH;LABOR;AMP;4-CH AMP;0;0;0;0;0;;;$0.00;$295.00
INSTALLBAY;4C;ACCESSORY;HARDWARE;4 Gauge Connectors;20;20;0;0;0;;;$1.00;$3.99
KICKER;49WXA36001;AMP;MONO;3600 Watt Mono @ 1 Class D Warhorse Amp;2;2;0;0;0;2;713034013105;$678.00;$1,299.99
KICKER;49VUL7X12;BOX;CUSTOM CARPET;KICKER 12 SOLO-X SINGLE BOX 31HZ;1;1;0;0;0;;713034093756;$315.00;$495.00
KICKER;49L7X181RK;SUB;RECONE;18 Re-Cone kit w/1-Ohm DVC;0;0;0;0;0;;713034093350;$224.00;$279.99
KICKER;49L7X181;SUB;REG;solo-x 18 sub (No Warranty);0;0;0;0;0;;713034038788;$540.00;$895.00
KICKER;49L7X151RK;SUB;RECONE;15 Re-Cone kit w/1-Ohm DVC;2;1;0;1;0;; 713034018421;$184.00;$229.99
KICKER;49L7X151;SUB;REG;SoloX 15 Sub (No Warranty);4;4;4;0;0;5;713034012832;$450.00;$749.99
KICKER;49L7X121RK;SUB;RECONE;12 Re-Cone kit w/1-Ohm DVC;2;2;0;0;0;;713034018384;$176.00;$219.99
KICKER;49L7X121;SUB;REG;SoloX 12 Sub (No Warranty);4;4;0;0;0;15;713034012870;$420.00;$699.99
KICKER;49L7X101RK;SUB;RECONE;10 Re-Cone kit w/1-Ohm DVC;0;0;0;0;0;;713034018346;$160.00;$209.99
KICKER;49L7X101;SUB;REG;SoloX 10 Sub (No Warranty);4;4;0;0;0;;713034012856;$400.00;$649.99
KICKER;49L7TDF122;ENCLOSURE;LOADED;L7T 12 Down Firing Subwoofer Enclosure;3;3;0;0;0;16;713034031062;$229.00;$379.99
KICKER;49L7TDF102;ENCLOSURE;LOADED;L7T 10 Down Firing Subwoofer Enclosure;2;2;0;0;0;9;713034030645;$199.00;$349.99
